"","ProfileName","ManipulatorPosition.AxisPosition","ManipulatorPosition.AxisPosition.1","ManipulatorPosition.AxisPosition.2","ManipulatorPosition.AxisPosition.3","ManipulatorPosition.AxisPosition.4","CTAxisOffset","XraySettings.Settings.kV","XraySettings.Settings.uA","XrayFilterMaterial","XrayFilterThickness","XrayHead","XrayHeadNumber","ShadingCorrections.CorrectionName","FluxNormalisation","FluxNormalisationRect.Location.X","FluxNormalisationRect.Location.Y","FluxNormalisationRect.Size.Width","FluxNormalisationRect.Size.Height","FluxNormalisationRect.X","FluxNormalisationRect.Y","FluxNormalisationRect.Width","FluxNormalisationRect.Height","IntensifierField","IrisDemand","ImagingSettings.transform","ImagingSettings.imageOffsetX","ImagingSettings.imageOffsetY","ImagingSettings.imageSizeX","ImagingSettings.imageSizeY","ImagingSettings.defaultImagingMode","ImagingSettings..attrs.exposure","ImagingSettings..attrs.gain","ImagingSettings..attrs.brightness","ImagingSettings..attrs.digitalGain","ImagingSettings..attrs.binning","ImagingSettings..attrs.WhiteToBlackLatency","ImagingSettings..attrs.BlackToWhiteLatency","ImagingSettings..attrs.WhiteToWhiteLatency","ImagingSettings..attrs.lines","ImagingSettings..attrs.accumulation","ScanFlatPanel","PanelScanImages","DetectorPixelSizeMM","MinimiseRingArtefacts","Reconstruct","ReconstructionPCName","DualEnergy","ReferenceImageFrames","OptimiseProjections","Projections","FramesPerProjection","VolumeOfInterest.XStart","VolumeOfInterest.XEnd","VolumeOfInterest.YStart","VolumeOfInterest.YEnd","VolumeOfInterest.ZStart","VolumeOfInterest.ZEnd","ReconstructionQuality","BeamHardeningPreset","NoiseReductionPreset","LinearInterpolation","MedianFilterSize","CalculateCentreOfRotation","ApplyRodCorrection","Delay.Hours","Delay.Minutes","Delay.Seconds","DataSetName","SafePosition.AxisPosition","SafePosition.AxisPosition.1","SafePosition.AxisPosition.2","SafePosition.AxisPosition.3","SafePosition.AxisPosition.4","AutomaticShadingCorrection","TallSampleRadius","UseTallSampleROI","ProjectionImageEnhancement","RunVolumeAnalysis","ProfileVersion","TallSamplePositions","TallSamplePositions.1","TallSamplePositions.2","filenm"
"87","Gibbons_TiALM2","0","407.38","-40.83","0","0","0","300","99","Tin","2","Reflection 320","4","Generic","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","2829","4","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","true","2478","1","480","1616","606","1488","0","1995","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Gibbons_TiALM2 [2015-10-05 15.44.05]/Gibbons_TiALM2.ctprofile.xml"
"88","Gibbons_TiALM2","0","407.38","-40.83","0","0","0","300","99","Tin","2","Reflection 320","4","Generic","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","2829","4","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","true","2584","1","402","1645","490","1489","0","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Gibbons_TiALM2 [2015-10-07 19.05.16]/Gibbons_TiALM2.ctprofile.xml"
"89",NA,"0","519.3833","-106.285","0","0","0","120","250",NA,"0","Reflection 320","4","kiner","false","109","178","238","249","109","178","238","249","0","100","1","34","34","1980","1980","Recursion","500","3","0","0","1","0","0","0","1","0","false","2","0.4","false","false","RECONPC","false",NA,"true","1555","1","151","838","85","749","0","989","100","0","0","true","0","false","false","0","0","0","IIT_kinder_test",NA,NA,NA,NA,NA,"false","0","false","None","false","0",NA,NA,NA,"Y:/CT data/IIT_kinder_test [2016-05-09 08.35.09]/IIT_kinder_test.ctprofile.xml"
"90",NA,"0","388.8862","-242.211","0.0624","0","0","150","33","Copper","0.25","Reflection 225","0","blank","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","1000","5","0","0","0","20000","0","1000","1","0","false","2","0.2","false","false","RECONPC","false",NA,"false","12","1","0","1995","0","1995","0","1995","100","0","0","true","0","false","false","0","0","0","Inside_out_blank",NA,NA,NA,NA,NA,"false","0","false","None","false","0",NA,NA,NA,"Y:/CT data/Inside_out_blank [2016-05-03 15.19.44]/Inside_out_blank.ctprofile.xml"
"91","WMP_Aponi_larynx9","0","495.7","-103.01","90","0","0","100","300","None","0","Reflection 320","4","Generic","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","354","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","1800","1","47","1993","577","1551","424","1654","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Inside_out_block [2015-10-27 08.30.34]/Inside_out_block.ctprofile.xml"
"92",NA,"0","431.6752","-242.211","0","0","0","150","33","Copper","0.25","Reflection 225","0","ceramic","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","1000","5","0","0","0","20000","0","1000","1","0","false","2","0.2","false","false","RECONPC","false",NA,"true","3135","1","0","1995","0","1995","0","1995","100","0","0","true","0","false","false","0","0","0","Inside_out_ceramic",NA,NA,NA,NA,NA,"false","0","false","None","false","0",NA,NA,NA,"Y:/CT data/Inside_out_ceramic [2016-05-03 10.19.57]/Inside_out_ceramic.ctprofile.xml"
"93","WMG_wires_testsample2","0","413.4","146.66","0","0","0","310","180","Tin","8","Reflection 320","4","Generic","false","11","22","29","151","11","22","29","151","0","100","1","2","20","1996","1996","Histogram","4000","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3135","1","264","1761","122","1930","0","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Integral_motor_stator [2014-10-31 12.28.37]/Integral_motor_stator.ctprofile.xml"
"94","FID5","0","477.6111","-227.5927","-397.1512","0","0","84","95","Tin","0","Reflection 225","0","Generic","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","354","5","0","0","1","20000","10000","1000","0","0","false","2","0.4","false","false","RECONPC","false","0","false","2000","1","132","996","157","866","286","824","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Jay-test [2015-11-25 17.25.02]/Jay-test.ctprofile.xml"
"95","WMG_violin2_ B","0","400.1","97.19","0","0","0","320","147","Tin","8","Reflection 320","4","Generic","true","21","28","37","43","21","28","37","43","0","100","1","2","20","1996","1996","Histogram","4000","4","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","true","3135","1","0","1993","0","1243","0","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/JLR_Bg1 [2014-09-16 13.00.36]/JLR_Bg1.ctprofile.xml"
"96",NA,"0.00130420609","433.993866","450.556244","73.43103","0","0","310","223","Copper","10","Reflection 320","4","Jay_WMG","false","10","0","34","32","10","0","34","32","0","100","1","30","24","2000","2000","Histogram","1000","4","0","0","0","20000","0","1000","0","0","false","2","0.2","false","false","PC-UK-TR-XTH320","false",NA,"true","3141","1","0","1999","0","1999","0","1999","100","1","0","true","1","false","false","0","0","0","Nadia","-14.0004892","-0.9439904","154.764175","73.43103","0","false",NA,NA,"Enhance - Mild","false","0",NA,NA,NA,"Y:/CT data/JLR_Gael_Battery [2016-01-25 13.39.58]/Nadia.ctprofile.xml"
"97",NA,"0.00130420609","256.9536","450.556244","73.43103","0","0","310","223","Copper","10","Reflection 320","4","Jay_WMG","false","10","0","34","32","10","0","34","32","0","100","1","30","24","2000","2000","Histogram","1000","4","0","0","0","20000","0","1000","0","0","false","2","0.2","false","false","PC-UK-TR-XTH320","false",NA,"true","3141","1","0","1999","0","1999","0","1999","100","1","0","true","1","false","false","0","0","0","Nadia","-14.0004892","-0.9439904","154.764175","73.43103","0","false",NA,NA,"Enhance - Mild","false","0",NA,NA,NA,"Y:/CT data/JLR_Gael_battery2 [2016-01-25 14.32.50]/Nadia.ctprofile.xml"
"98","WMG_Spooner_SEtrial","0","494.939","-165.7226","-193.6644","0","0","210","33","Copper","1","Reflection 225","0","Generic","false","2","53","72","179","2","53","72","179","0","100","1","0","20","2000","2000","Histogram","2000","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3135","1","286","1946","0","1896","0","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/JLR_metal_resin [2015-06-15 16.02.39]/JLR_metal_resin.ctprofile.xml"
"99","WMG_violin2_ B","0","400.1","58.51","0","0","0","320","172","Tin","8","Reflection 320","4","Generic","true","21","28","37","43","21","28","37","43","0","100","1","2","20","1996","1996","Histogram","4000","4","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","true","3135","1","0","1993","0","1993","0","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/JLR_SmlP2 [2014-09-15 19.25.17]/JLR_SmlP2.ctprofile.xml"
"100","Astheimer_kyroceraB","0","473.32","67.27","365.8549","0","0","140","289","None","0","Reflection 225","0","Generic","false","2","53","72","179","2","53","72","179","0","100","1","2","20","1996","1996","Histogram","250","4","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3135","1","217","1867","69","1823","0","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/JLR_TSBtest2 [2015-09-01 16.18.53]/JLR_TSBtest2.ctprofile.xml"
"101","BAEn6000_VTC059_W3","0","385.5","138.44","0","0","0","200","35","None","0","Reflection 225","0","Generic","false","109","178","238","249","109","178","238","249","0","100","1","0","20","2000","2000","Histogram","1000","4","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","true","3135","1","257","1676","289","1852","0","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/JPlastic [2015-09-10 18.55.47]/JPlastic.ctprofile.xml"
"102","MotorRotor1","0","352.97","255.89","0","0","0","300","200","Tin","8","Reflection 320","4","Generic","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","4000","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","true","3135","1","0","1993","0","1993","0","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/MotorRotor1 [2015-10-06 14.42.17]/MotorRotor1.ctprofile.xml"
"103","Gibbons_TiALM1","0","290.39","-9.89","0","0","0","300","135","Tin","6","Reflection 320","4","Generic","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","4000","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","true","3135","1","0","1993","0","1902","496","1704","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/MotorRotor2 [2015-10-08 16.40.26]/MotorRotor2.ctprofile.xml"
"104","Gibbons_TiALM1","0","499.99","-21.33","0","0","0","290","226","Tin","10","Reflection 320","4","Generic","false","109","178","238","249","109","178","238","249","0","100","1","0","20","2000","2000","Histogram","4000","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3049","1","235","1817","477","1453","56","1943","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/MotorRotor3 [2015-10-12 17.21.13]/MotorRotor3.ctprofile.xml"
"105","WMP_Aponi_larynx9","0","504.36","-164.8856","0","0","0","240","104","Tin","0.25","Reflection 320","4","Generic","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","1000","4","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","true","2755","1","612","1604","364","1536","141","1858","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/N_Battery [2015-11-02 12.33.08]/N_Battery.ctprofile.xml"
"106",NA,"0","365.8971","30.6755","0","0","0","210","36","Copper","0.35","Reflection 225","0","Generic","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","2000","4","0","0","0","20000","0","1000","1","0","false","2","0.2","false","false","NIKON-373940","false",NA,"true","3135","1","0","1995","0","1995","0","1995","100","0","0","true","0","false","false","0","0","0","N-Battery1","0","165.2807","30.6755","0","0","false","0","false","None","false","0",NA,NA,NA,"Y:/CT data/N_Battery1 [2016-03-05 15.56.06]/N-Battery1.ctprofile.xml"
"107",NA,"0","405.9825","153.541","0","0","0","210","36","Copper","0.35","Reflection 225","0","Generic","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","2000","4","0","0","0","20000","0","1000","1","0","false","2","0.2","false","false","NIKON-373940","false",NA,"true","3135","1","0","1995","0","1995","0","1995","100","0","0","true","0","false","false","0","0","0","N_Battery2",NA,NA,NA,NA,NA,"false","0","false","None","false","0",NA,NA,NA,"Y:/CT data/N_Battery2 [2016-03-05 19.02.49]/N_Battery2.ctprofile.xml"
"108","FID5","0","469.3999","-239.32","0","0","0","100","30","None","0.5","Reflection 225","0","Generic","false","109","178","238","249","109","178","238","249","0","100","1","0","20","2000","2000","Histogram","2000","4","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3095","1","351","1752","364","1613","41","1921","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/N_Diamonds [2015-12-01 14.59.15]/N_Diamonds.ctprofile.xml"
"109","N_CFRP_WO11378c","0","426.62","156.42","0","0","0","200","25","None","0","Reflection 225","0","Generic","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","1415","4","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","true","3079","1","245","1801","436","1510","0","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/N_MetroArt1 [2015-12-18 11.44.31]/N_MetroArt1.ctprofile.xml"
"110",NA,"0","521.7858","-167.5404","0","0","0","70","350",NA,"0","Reflection 225","0","OUM_Toad","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","354","5","0","0","0","20000","0","1000","1","0","false","2","0.2","false","false","NIKON-373940","false",NA,"true","3135","1","0","1995","124","1954","676","1917","100","0","0","true","0","false","false","0","0","0","WMG_recal","0","380.6334","-167.5404","0","0","false","0","false","None","false","0",NA,NA,NA,"Y:/CT data/OUM_Byron [2016-06-01 10.31.07]/WMG_recal.ctprofile.xml"
"111","OUM_dodo1","0","448.3287","4.058","205.9635","0","0","120","208","Copper","0.25","Reflection 225","0","Generic","false","2","68","260","164","2","68","260","164","0","100","1","2","20","1996","1996","Histogram","4000","2","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","4500","1","0","1995","0","1995","0","1995","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/OUM_dodo1 [2015-03-08 14.03.12]/OUM_dodo1.ctprofile.xml"
"112","OUM_dodo2","0","330.61","4.06","0","0","0","120","208","Copper","0.25","Reflection 225","0","Generic","false","2","68","260","164","2","68","260","164","0","100","1","2","20","1996","1996","Histogram","4000","2","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","4500","1","449","1783","345","1588","0","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/OUM_dodo2 [2015-03-08 19.08.45]/OUM_dodo2.ctprofile.xml"
"113",NA,"0","395.5351","151.6126","0","0","0","243","127","Copper","4","Reflection 320","4","mega","false","109","178","238","249","109","178","238","249","0","100","1","34","34","1980","1980","Recursion","1415","5","0","0","0","0","0","0","1","0","false","2","0.2","false","false","RECONPC","false",NA,"true","3110","1","24","1956","24","1956","218","1761","100","0","0","true","0","false","false","0","0","0","OUM_Megalosaur","0","8.6701","-112.4182","0","0","false","91.687803588271677","true","None","false","0","395.5351","313.67157","231.808029","Y:/CT data/OUM_Megalosaur [2016-05-09 13.54.47]/OUM_Megalosaur.ctprofile.xml"
"114",NA,"0","313.67157","151.6126","0","0","0","243","127","Copper","4","Reflection 320","4","mega","false","109","178","238","249","109","178","238","249","0","100","1","34","34","1980","1980","Recursion","1415","5","0","0","0","0","0","0","1","0","false","2","0.2","false","false","RECONPC","false",NA,"true","3110","1","24","1956","24","1956","218","1761","100","0","0","true","0","false","false","0","0","0","OUM_Megalosaur","0","8.6701","-112.4182","0","0","false","91.687803588271677","true","None","false","0","395.5351","313.67157","231.808029","Y:/CT data/OUM_Megalosaur [2016-05-09 15.09.06]/OUM_Megalosaur.ctprofile.xml"
"115",NA,"0","231.808029","151.6126","0","0","0","243","127","Copper","4","Reflection 320","4","mega","false","109","178","238","249","109","178","238","249","0","100","1","34","34","1980","1980","Recursion","1415","5","0","0","0","0","0","0","1","0","false","2","0.2","false","false","RECONPC","false",NA,"true","3110","1","24","1956","24","1956","218","1761","100","0","0","true","0","false","false","0","0","0","OUM_Megalosaur","0","8.6701","-112.4182","0","0","false","91.687803588271677","true","None","false","0","395.5351","313.67157","231.808029","Y:/CT data/OUM_Megalosaur [2016-05-09 16.23.17]/OUM_Megalosaur.ctprofile.xml"
"116",NA,"0","465.7135","181.7031","7.575","0","0","260","350","Tin","4","Reflection 320","4","OUM_plesiosaur_vert","false","109","178","238","249","109","178","238","249","0","100","1","34","34","1980","1980","Recursion","1415","5","0","0","0","0","0","0","1","0","false","2","0.2","false","false","RECONPC","false",NA,"true","3110","1","49","1931","495","1654","96","1883","100","0","0","true","0","false","false","0","0","0","OUM_Plesiosaur_Vert_second","0","134.9527","181.7031","7.575","0","false","97.687812805175781","true","None","false","0","465.7135","370.4943",NA,"Y:/CT data/OUM_Plesiosaur_Vert_second [2016-05-26 17.05.27]/OUM_Plesiosaur_Vert_second.ctprofile.xml"
"117",NA,"0","370.4943","181.7031","7.575","0","0","260","350","Tin","4","Reflection 320","4","OUM_plesiosaur_vert","false","109","178","238","249","109","178","238","249","0","100","1","34","34","1980","1980","Recursion","1415","5","0","0","0","0","0","0","1","0","false","2","0.2","false","false","RECONPC","false",NA,"true","3110","1","49","1931","495","1654","96","1883","100","0","0","true","0","false","false","0","0","0","OUM_Plesiosaur_Vert_second","0","134.9527","181.7031","7.575","0","false","97.687812805175781","true","None","false","0","465.7135","370.4943",NA,"Y:/CT data/OUM_Plesiosaur_Vert_second [2016-05-26 18.19.40]/OUM_Plesiosaur_Vert_second.ctprofile.xml"
"118",NA,"0","415.2258","-19.8023","0","0","0","150","200",NA,"0","Reflection 320","4","Oaky","false","109","178","238","249","109","178","238","249","0","100","1","34","34","1980","1980","Recursion","500","4","0","0","0","0","0","0","1","0","false","2","0.2","false","false","RECONPC","false",NA,"true","3110","1","295","1580","102","1819","486","1528","100","0","0","true","0","false","false","0","0","0","OUM_Plesiosaur_Vertebra","0","-0.0263","-85.6211","0","0","false","0","false","None","false","0",NA,NA,NA,"Y:/CT data/OUM_Plesiosaur_Vertebra [2016-05-11 14.23.53]/OUM_Plesiosaur_Vertebra.ctprofile.xml"
"119",NA,"0","455.5111","178.8745","-183.8946","0","0","245","302","Copper","4","Reflection 320","4","OUM_jaw","false","109","178","238","249","109","178","238","249","0","100","1","34","34","1980","1980","Recursion","708","5","0","0","0","0","0","0","1","0","false","2","0.2","false","false","RECONPC","false",NA,"true","3110","2","84","1896","84","1896","205","1774","100","0","0","true","0","false","false","0","0","0","OUM_Plesiosaur_Vertebra","0","141.1573","-101.7888","0","0","false","91.687812805175781","true","None","false","0","455.5111","379.4725",NA,"Y:/CT data/OUM_Plesiosaur_Vertebra [2016-05-26 11.39.03]/OUM_Plesiosaur_Vertebra.ctprofile.xml"
"120",NA,"0","379.4725","178.8745","-183.8946","0","0","245","302","Copper","4","Reflection 320","4","OUM_jaw","false","109","178","238","249","109","178","238","249","0","100","1","34","34","1980","1980","Recursion","708","5","0","0","0","0","0","0","1","0","false","2","0.2","false","false","RECONPC","false",NA,"true","3110","2","84","1896","84","1896","205","1774","100","0","0","true","0","false","false","0","0","0","OUM_Plesiosaur_Vertebra","0","141.1573","-101.7888","0","0","false","91.687812805175781","true","None","false","0","455.5111","379.4725",NA,"Y:/CT data/OUM_Plesiosaur_Vertebra [2016-05-26 12.53.21]/OUM_Plesiosaur_Vertebra.ctprofile.xml"
"121",NA,"0","482.6128","-0.1574","0","0","0","200","449","Tin","1","Reflection 320","4","matt","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","1415","4","0","0","0","20000","0","1000","1","0","false","2","0.2","false","false","RECONPC","false",NA,"true","3135","1","683","1796","847","1833","304","1728","100","0","0","true","0","false","false","0","0","0","PVCIT_Matt_switch1",NA,NA,NA,NA,NA,"false","0","false","None","false","0",NA,NA,NA,"Y:/CT data/PVCIT_Matt_switch1 [2016-03-21 16.24.55]/PVCIT_Matt_switch1.ctprofile.xml"
"122",NA,"0","482.6128","-92.4535","0","0","0","200","449","Tin","1","Reflection 320","4","matt","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","1415","4","0","0","0","20000","0","1000","1","0","false","2","0.2","false","false","RECONPC","false",NA,"true","3135","1","162","1365","473","1890","131","1974","100","0","0","true","0","false","false","0","0","0","PVCIT_Matt_switch1",NA,NA,NA,NA,NA,"false","0","false","None","false","0",NA,NA,NA,"Y:/CT data/PVCIT_Matt_switch1 [2016-03-21 17.43.10]/PVCIT_Matt_switch1.ctprofile.xml"
"123","External_saw_tooth_normB","0","454.8179","-60.261","-176.1533","0","0","145","96",NA,"0","Reflection 225","0","scorpian","false","26","24","272","76","26","24","272","76","0","100","1","24","24","2000","2000","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","false","1080","1","380","1579","571","1475","518","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/scorpian [2015-02-03 13.23.35]/scorpian.ctprofile.xml"
"124","CAT_S40_b","0","439.7075","-201.9433","0","0","0","140","107","None","0","Reflection 225","0","Generic","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","708","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","2859","1","615","1544","929","1726","395","1927","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Simpact_accelerometer [2016-01-13 16.00.53]/Simpact_accelerometer.ctprofile.xml"
"125","CAT_S40_b","0","450.5","40.5219","0","0","0","160","190","None","0","Reflection 225","0","Generic","false","109","178","238","249","109","178","238","249","0","100","1","2","20","1996","1996","Histogram","708","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3135","1","330","1695","151","1877","0","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Simpact_phone [2016-01-12 16.09.32]/Simpact_phone.ctprofile.xml"
"126","Simpacted_layered_AFhi","0","527.4615","-182.6542","-120.475","0","0","150","47","Copper","0.25","Reflection 225","0","Generic","false","2","53","72","179","2","53","72","179","0","100","1","2","20","1996","1996","Histogram","1000","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3135","1","0","1764","242","1833","0","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Simpacted_layered_AFhi [2015-06-20 14.40.30]/Simpacted_layered_AFhi.ctprofile.xml"
"127","Simpacted_layered_AFlo","0","527.4615","-103.7529","-27.9912","0","0","150","47","Copper","0.25","Reflection 225","0","Generic","false","2","53","72","179","2","53","72","179","0","100","1","2","20","1996","1996","Histogram","1000","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","2462","1","527","1560","555","1544","0","1993","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/Simpacted_layered_AFlo [2015-06-20 13.58.04]/Simpacted_layered_AFlo.ctprofile.xml"
"128",NA,"0","460.1546","81.6687","0.1994","0","0","100","120",NA,"0","Reflection 320","4","testing","false","109","178","238","249","109","178","238","249","0","100","1","34","34","1980","1980","Recursion","500","5","0","0","1","0","0","0","1","0","false","2","0.4","false","false","RECONPC","false",NA,"false","1000","1","0","989","0","989","0","989","100","0","0","true","0","false","false","0","0","0","test_sample",NA,NA,NA,NA,NA,"false","0","false","None","false","0",NA,NA,NA,"Y:/CT data/test_sample [2016-04-18 09.33.29]/test_sample.ctprofile.xml"
"129",NA,"0","0","0","0","0","0","105","100",NA,"0","Reflection 320","4","test","false","109","178","238","249","109","178","238","249","0","100","1","24","24","2000","2000","Recursion","1000","4","0","0","0","0","0","0","1","0","false","2","0.2","false","false","RECONPC","false",NA,"false","500","1","0","1999","0","1999","0","1999","100","0","0","true","0","false","false","0","0","0","test2",NA,NA,NA,NA,NA,"false","0","false","None","false","0",NA,NA,NA,"Y:/CT data/test2 [2016-03-09 15.36.31]/test2.ctprofile.xml"
"130","WMG_McNally_arm_A","0","346.5605","-173.985","0","0","0","200","102","Copper","0.5","Reflection 225","0","test","false","1697","158","208","194","1697","158","208","194","0","100","1","2","20","1996","1996","Histogram","1000","4","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","360","1","672","1415","716","1422","876","1513","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/testusb [2014-12-10 16.11.06]/testusb.ctprofile.xml"
"131","BAEn5010_CD50","0","484.31","-69.65","90","0","0","200","75","Tin","0.5","Reflection 225","0","Generic","true","2","53","172","166","2","53","172","166","0","100","1","2","20","1996","1996","Histogram","2000","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","true","false","RECONPC","false","0","true","3135","1","386","1732","85","1993","119","1789","100","0","0","true","1","true","false","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y:/CT data/TRW_PCBr2 [2015-05-19 10.14.36]/TRW_PCBr2.ctprofile.xml"
